8     0     1         -0.024922262061949929062666037210415402118546329821059886204267638751892363                                 -71.37545323400347952232648545263147397747520281954592130873158407521168                                  
2     0     1         -0.2857237904797753103358871552293868336297337803632743730482330562282212053289615209134301871827274611      -4.860858109730896849839837538965721618940836367531083359828641837283109298598601764109419995260798216   
2     0     4         -0.0600740217343828735422585096193903699244497605304041484925547093608120705927490388050935955427528774      -4.529352507666266012886004255875685327739948026647578344322905519563411466041573016875904468817629733   
4     4     1         -0.07121550437231344459011002955206216078184856003597676094394035852304611661484308918203691606477287947    -19.66869710324715599888597573986823463557276310168218299718029124693387213879392196696716075608385083    
5     0     3         -0.032657740020991633118428826530592572109418632984734810609671780393350845369594741957295412014            -29.17958633503014198634501019237483699559567778965556812281723703269420513197683651668720411             
0     0     1         -1.102634214494946461508968945318341160194075279026633270436906580359393431832974398237375839755119           0.8117295846247572241352514823954630706822477680904794749371604347181203577136679409654676826753395487  
4     3     1         -0.07775189340666237743425230349095961892963503075430948551919992348075544355607134884621304297428124801    -19.3127336298240269403635269892116049274295265221764683590072312053620387064436038925249720691949059     
2     1     1         -0.2309534423098722409496052202622134903004018395230999378432967703475450437903836075828482803882296586      -5.194805350517823676563194617457764367315771500559657568869671918323738069240059627829196193174887052   
6     0     1         -0.0415390607108794635163532845643975047851153111521781410409875448467172657247                             -41.33273752444171592530059366113794409770797032757564781940237264491854772                               
2     1     4         -0.05151988207188116552840177166164119757960526226608475385319565662759247911103153670073518493178101794     -4.869986869409223138507309693988573209979955166148038082831539944374480309827280349552851330944344347   
1     0     1         -0.66753439220238293036197021149212174482073816327321474683905081093279036209668901457729281420399391        -1.1868893923591945110104494574520629497042836648806243907018938359192736443120916382713827855132466     
6     2     1         -0.0416026049016442056127835263205559018425512905425917038374194040439997236372185041                       -41.056025671887278946014527537135992999605784052405878871611683777214035971356973                        
3     0     3         -0.0662550082654859072574399444566035593584913534530038747041552449292701713079587476304378728592390948     -10.93055241201194366100729300824368670599845401761429905466494871217033878551142435631618726971221495    
1     1     4         -0.05727182457194008097709499225955648590864445369479841992843223240310693789047518210371438805219233228     -1.386797316468034330085736373133662118108198411439375718486421906954620162083598250845260051475642882   
2     2     3         -0.06279221483984682198152998036800633125441988293437700220835318367161625089760254131984964616972785883     -5.531151234693737935894699135779833555049917925724819113814082961495462362554358340920218622271323099   
7     2     1         -0.03162582578390302203579212210282955710129574384158637292880037626693752601273529952873789271             -55.263865892094630168342611452682090510235161355782568373695828790988714608005280149486349               
5     4     1         -0.05389425376073194241292097310204246283501019547651900257602255429330536805944337147030450383843561581    -29.37144545439915908846171944004173330950583878482584779079236788113355978244507011812500822378110202    
9     0     1         -0.0201193846155961078722286570417317963792603457728325025436647427000504525306654878                       -89.495966943427062920701309090417832564730259232700904395926140482291138386195283                        
0     0     5         -0.05142845500514362781607295113790799227873433103337835546231100494685062699328853971391626035121963553      0.9622222309283670262987399184822539177857234479076846645685794467108382773517722711241728934078826446  
3     3     2         -0.06751216165987349950113297649869123052805706501643078197352942894918126341965520794127701852230882723    -11.61303167513945308622643253642417566395201544733029138477211606383861213059159588996385097570871793    
1     0     5         -0.04937096678003024269758488406696694851380655903717709278722489697778247525999170093197310091025872827     -0.4780901834657352299862671860011244708554406215762128781771686241647053668184108893694207042105411638  
